time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1681731838999445500,830.8314455566406,84.14344255812466,2.136578292750596,8.300343865496657,51.88856286609254,27.55344240553677,186.28277587890625,4.767740322373227,3.33064396944574,-8.482045970222464,12.681516487978893
1681731839999435000,831.8314350585938,84.1100777676329,2.1436965121850213,8.581020861070273,51.88845078687867,27.52007761504501,188.1499786376953,4.771916776883742,3.324657472174287,-8.482073151639266,12.405561091525621
1681731840999425500,832.8314255371093,83.92804767284542,2.1509706965920543,8.960305923401041,51.888344190342316,27.338047520257533,189.4855499267578,4.776626785747567,3.317886915262137,-8.482112424659542,12.078035061020042
1681731841999415000,833.8314150390624,83.80534692294896,2.140590151398427,9.256466470463957,51.888239085621194,27.215346770361066,194.9852752685547,4.774044109819793,3.321602003594617,-8.48214391814979,11.766376765210545
1681731842999405000,834.8314050292969,83.53597440384328,2.1671660275100613,9.672075208103006,51.88813608516533,26.945974251255393,194.9852752685547,4.775892691430875,3.3189435115298336,-8.482175919335145,11.444887339291949
1681731843999395300,835.8313952636719,83.39526917226613,2.1942873310670463,9.931562085851807,51.8880381251424,26.805269019678235,195.85812377929688,4.7720711704292205,3.3244358584799207,-8.482203398919955,11.234486442580378
1681731844999384800,836.831384765625,83.35923562757671,2.196238669244923,9.9590997821704,51.88794103529868,26.769235474988818,190.20066833496094,4.770882139047435,3.3261420066057017,-8.482228958287038,11.088085886781181
1681731845999375400,837.8313752441406,83.53161859232932,2.2258867204654984,10.076385522722834,51.8878419079519,26.941618439741433,185.63897705078125,4.769564409887067,3.328031305851473,-8.482254474038339,11.093221147610244
1681731846999365400,838.8313654785156,83.5468833129853,2.185036513820815,9.619681993614709,51.88773771718375,26.95688316039741,184.38426208496094,4.768438544205724,3.329644257713132,-8.482281791839286,11.392005816174498
1681731847999355400,839.83135546875,83.66904501616955,2.185969959746568,9.162252588371002,51.8876295635138,27.079044863581657,186.86012268066406,4.7674489984515755,3.331060954103346,-8.482306658665198,11.73615657094897
1681731848999345700,840.831345703125,83.6453416319564,2.1766080900826545,8.857184931773185,51.88752291473261,27.055341479368508,186.86012268066406,4.768618504461322,3.32938651881963,-8.48232599812945,11.972139694232299
1681731849999335200,841.8313352050782,83.70009558647871,2.202960322287686,8.818311660454333,51.88741480119461,27.11009543389082,189.84417724609375,4.768958824604642,3.328899031513924,-8.482346223627898,12.155257685707621
1681731850999326200,842.831326171875,83.94098894204944,2.1932316394049156,8.27042583831931,51.887294630889286,27.350988789461553,191.3380889892578,4.765543140382233,3.333786977289443,-8.482352827788942,12.672876163550299
1681731851999315500,843.8313154296875,84.17138903867453,2.11043942463172,8.224988266768513,51.88717836467612,27.581388886086643,191.3380889892578,4.764428045719535,3.335380402585283,-8.482402327635487,12.984561069407517
1681731852999306200,844.8313061523437,84.37721833959222,2.100611500109117,7.991301306004369,51.887059016869905,27.787218187004328,189.85250854492188,4.7624169912198235,3.338251253954615,-8.482412324507576,13.308469525396426
1681731853999295700,845.8312956542969,84.54203601088375,2.1035199073736477,7.959490230927403,51.886943001309845,27.952035858295858,189.60702514648438,4.762383413021334,3.338299156781504,-8.482456284615962,13.39053707353726
1681731854999286500,846.8312866210938,84.82491220347583,2.134826732558708,8.180413287215568,51.886831722971046,28.234912050887942,189.71299743652344,4.760884620025049,3.34043629898817,-8.482496091693816,13.171446212589641
1681731855999276300,847.8312763671875,85.15454255789518,2.116108282426035,8.25429053285732,51.88671783627409,28.564542405307293,189.71299743652344,4.760548905429262,3.3409147178288,-8.48253299219839,12.928670896075868
1681731856999266000,848.8312661132812,85.1983640929684,2.120051826680618,8.47087429278175,51.88660306115069,28.608363940380514,189.71299743652344,4.759690375116442,3.3421377239444716,-8.482565324613633,12.662469073344244
1681731857999256000,849.8312561035157,85.56406856607646,2.1633385323700822,8.8985318278113,51.88649337417277,28.974068413488567,189.71299743652344,4.760284845277413,3.341290951804562,-8.482602503246875,12.29376763086262
1681731858999246600,850.8312465820312,85.90439291484654,2.1577852113590437,9.788588931599058,51.886395477218066,29.31439276225865,190.10574340820312,4.7616390626010485,3.339360787680876,-8.482642979336319,11.357787799369776
1681731859999236400,851.831236328125,86.16024801693857,2.2578906702176287,9.723106104326478,51.88630244227759,29.570247864350677,193.05496215820312,4.764542651107422,3.335216688397787,-8.482681296066115,10.894671444134511
